StudentId,CourseId,Section no,seat no
4043,114,2,83
4043,41,1,104
4043,95,1,100
4044,102,1,179
4044,71,1,99
4044,141,1,99
4045,137,2,115
4045,3,2,105
4045,147,2,224
4045,16,1,112
4046,149,2,113
4046,66,2,93
4046,24,1,106
4047,110,2,101
4047,32,2,104
4047,114,1,125
4047,75,1,116
4048,37,1,211
4048,102,2,96
4048,72,1,108
4049,83,2,103
4049,125,2,111
4049,31,1,124
4050,43,1,113
4050,149,2,114
4050,12,2,192
4050,119,2,104
4051,95,2,115
4051,42,1,190
4051,133,2,215
4052,28,2,94
4052,64,2,113
4052,141,1,100
4053,134,2,110
4053,103,1,130
4053,38,1,108
4054,105,2,103
4054,77,1,120
4054,54,2,116
4055,63,1,117
4055,122,2,105
4055,83,1,98
4056,6,2,205
4056,9,1,96
4056,76,2,212
4057,41,1,105
4057,96,1,113
4057,141,1,101
4058,132,2,127
4058,20,2,119
4058,140,2,96
4059,109,2,106
4059,32,1,98
4059,36,2,181
4059,106,2,108
4060,95,1,101
4060,22,1,114
4060,85,2,104
4061,6,2,206
4061,120,1,92
4061,59,2,130
4062,96,1,114
4062,32,2,105
4062,45,1,208
4062,92,2,113
4063,24,2,113
4063,53,1,124
4063,37,1,212
4064,42,2,121
4064,39,2,116
4064,6,1,108
4065,135,1,125
4065,2,1,233
4065,38,1,109
4066,97,1,89
4066,25,2,98
4066,61,1,103
4067,9,1,97
4067,78,1,92
4067,28,2,95
4068,82,1,99
4068,125,2,112
4068,40,2,169
4069,90,2,101
4069,52,1,119
4069,150,2,119
4070,61,1,104
4070,101,2,116
4070,36,2,182
4070,135,1,126
4071,62,1,110
4071,82,2,97
4071,69,1,99
4071,120,1,93
4072,41,1,106
4072,15,2,132
4072,26,1,114
4073,49,1,196
4073,93,2,203
4073,56,1,117
4074,38,1,110
4074,136,2,117
4074,132,1,110
4075,75,1,117
4075,24,1,107
4075,115,2,116
4076,16,2,103
4076,32,1,99
4076,115,2,117
4077,124,1,121
4077,118,2,102
4077,30,1,83
4078,101,2,117
4078,30,2,85
4078,41,1,107
4079,149,2,115
4079,102,2,97
4079,49,1,197
4080,130,1,101
4080,83,1,99
4080,113,1,120
4081,133,2,216
4081,125,2,113
4081,76,2,213
4081,102,2,98
4082,10,2,88
4082,1,1,200
4082,105,1,105
4083,41,1,108
4083,123,2,94
4083,106,2,109
4084,130,2,105
4084,118,2,103
4084,10,2,89
4085,30,1,84
4085,34,1,100
4085,132,2,128
4086,100,1,110
4086,75,2,106
4086,124,2,115
4087,38,1,111
4087,4,1,86
4087,32,2,106
4088,114,2,84
4088,88,1,93
4088,74,1,131
4088,32,2,107
4089,110,2,102
4089,128,1,104
4089,57,1,94
4090,46,2,106
4090,22,1,115
4090,80,1,125
4091,30,1,85
4091,101,1,105
4091,141,1,102
4092,129,2,120
4092,126,1,121
4092,41,2,98
4093,71,1,100
4093,117,2,121
4093,41,2,99
4094,28,2,96
4094,141,2,91
4094,42,2,122
4095,81,2,127
4095,97,2,93
4095,114,2,85
4095,117,2,122
4096,18,2,103
4096,23,1,222
4096,125,2,114
4097,6,1,109
4097,78,2,224
4097,85,2,105
4098,37,1,213
4098,16,2,104
4098,90,2,102
4098,133,2,217
4099,58,1,187
4099,20,2,120
4099,38,1,112
4100,21,1,113
4100,120,1,94
4100,107,1,124
4100,11,1,106
4101,132,1,111
4101,51,2,104
4101,9,1,98
4101,85,2,106
4102,139,2,216
4102,26,1,115
4102,72,1,109
4103,9,2,93
4103,47,2,119
4103,37,1,214
4104,68,1,105
4104,125,2,115
4104,71,2,113
4105,107,1,125
4105,59,2,131
4105,2,1,234
4106,86,1,106
4106,5,2,169
4106,27,2,126
4107,58,1,188
4107,106,2,110
4107,128,1,105
4108,91,1,111
4108,111,1,225
4108,112,2,104
4109,133,2,218
4109,129,2,121
4109,109,2,107
4110,71,2,114
4110,30,1,86
4110,70,2,160
4111,71,1,101
4111,43,2,126
4111,59,2,132
4112,56,2,104
4112,118,2,104
4112,24,2,114
4113,71,1,102
4113,78,2,225
4113,137,2,116
4114,18,2,104
4114,90,2,103
4114,102,2,99
4115,16,1,113
4115,122,2,106
4115,41,2,100
4115,114,1,126
4116,107,1,126
4116,130,2,106
4116,6,2,207
4117,12,1,108
4117,97,2,94
4117,114,1,127
4118,32,2,108
4118,121,2,95
4118,134,2,111
4118,56,2,105
4119,113,1,121
4119,67,1,126
4119,57,1,95
4120,43,1,114
4120,113,1,122
4120,117,2,123
4121,20,1,91
4121,76,2,214
4121,117,2,124
4122,117,2,125
4122,9,2,94
4122,69,1,100
4123,124,1,122
4123,77,1,121
4123,127,2,104
4123,5,2,170
4124,73,1,211
4124,22,1,116
4124,53,1,125
4125,112,1,117
4125,11,1,107
4125,69,2,110
4125,114,1,128
4126,82,1,100
4126,111,1,226
4126,1,1,201
4127,56,1,118
4127,126,1,122
4127,46,2,107
4128,102,2,100
4128,133,2,219
4128,132,1,112
4129,106,2,111
4129,9,1,99
4129,136,2,118
4130,116,1,104
4130,19,2,120
4130,75,2,107
4131,146,1,113
4131,67,1,127
4131,92,1,80
4131,88,2,102
4132,102,2,101
4132,96,2,189
4132,125,2,116
4133,21,1,114
4133,16,1,114
4133,147,2,225
4134,23,1,223
4134,81,2,128
4134,41,1,109
4135,23,2,180
4135,114,2,86
4135,148,1,90
4136,52,2,104
4136,88,1,94
4136,64,2,114
4137,131,1,196
4137,26,2,110
4137,30,1,87
4138,65,2,112
4138,134,2,112
4138,95,1,102
4139,67,1,128
4139,49,1,198
4139,130,1,102
4140,56,2,106
4140,130,2,107
4140,75,1,118
4141,22,1,117
4141,116,1,105
4141,120,2,119
4142,28,2,97
4142,59,2,133
4142,91,2,95
4143,97,2,95
4143,12,2,193
4143,29,1,98
4144,107,1,127
4144,48,1,96
4144,114,1,129
4145,29,1,99
4145,118,1,210
4145,122,2,107
4146,49,2,208
4146,134,2,113
4146,28,2,98
4147,28,2,99
4147,17,1,107
4147,42,2,123
4148,18,2,105
4148,42,2,124
4148,91,1,112
4149,54,2,117
4149,103,1,131
4149,118,2,105
4150,121,2,96
4150,140,2,97
4150,79,1,94
4150,47,2,120
4151,100,1,111
4151,28,2,100
4151,38,1,113
4152,9,1,100
4152,128,1,106
4152,28,2,101
4152,2,1,235
4153,119,2,105
4153,149,2,116
4153,42,2,125
4154,28,2,102
4154,83,1,100
4154,26,1,116
4155,81,2,129
4155,106,2,112
4155,49,1,199
4156,45,1,209
4156,73,1,212
4156,83,2,104
4157,80,1,126
4157,70,2,161
4157,20,2,121
4158,40,2,170
4158,59,2,134
4158,120,2,120
4159,100,2,211
4159,139,2,217
4159,41,1,110
4160,141,2,92
4160,52,1,120
4160,59,2,135
4161,130,1,103
4161,37,1,215
4161,15,2,133
4162,116,1,106
4162,75,2,108
4162,42,2,126
4162,51,2,105
4163,31,1,125
4163,126,1,123
4163,146,1,114
4164,148,1,91
4164,72,1,110
4164,112,2,105
4165,50,1,198
4165,135,1,127
4165,54,2,118
4166,105,2,104
4166,86,1,107
4166,36,2,183
4167,97,2,96
4167,2,1,236
4167,12,2,194
4167,139,2,218
4168,92,2,114
4168,114,1,130
4168,59,2,136
4169,146,1,115
4169,124,1,123
4169,57,1,96
4170,70,2,162
4170,19,2,121
4170,36,2,184
4171,82,2,98
4171,66,2,94
4171,111,1,227
4172,74,2,121
4172,82,2,99
4172,150,2,120
4173,38,2,117
4173,114,1,131
4173,23,2,181
4173,45,1,210
4174,66,2,95
4174,119,2,106
4174,24,1,108
4175,121,1,119
4175,38,1,114
4175,123,2,95
4175,20,1,92
4176,146,1,116
4176,55,2,100
4176,84,2,99
4177,49,1,200
4177,16,1,115
4177,82,2,100
4178,28,2,103
4178,78,1,93
4178,85,2,107
4179,136,2,119
4179,135,2,100
4179,46,2,108
4180,131,1,197
4180,30,2,86
4180,54,2,119
4180,111,1,228
4181,111,1,229
4181,97,1,90
4181,28,2,104
4182,89,2,108
4182,109,2,108
4182,148,1,92
4182,38,2,118
4183,62,2,99
4183,75,2,109
4183,19,1,167
4183,119,1,105
4184,119,1,106
4184,80,1,127
4184,56,2,107
4185,110,2,103
4185,26,1,117
4185,6,1,110
4186,62,1,111
4186,70,2,163
4186,126,1,124
4187,130,2,108
4187,120,1,95
4187,113,1,123
4188,62,2,100
4188,60,1,121
4188,149,2,117
4189,115,2,118
4189,140,2,98
4189,72,1,111
4190,121,2,97
4190,27,2,127
4190,137,2,117
4191,102,2,102
4191,92,2,115
4191,32,2,109
4192,54,2,120
4192,1,1,202
4192,67,1,129
4192,49,1,201
4193,68,1,106
4193,90,2,104
4193,33,2,116
4194,114,1,132
4194,75,2,110
4194,74,1,132
4195,118,1,211
4195,117,2,126
4195,89,2,109
4196,37,1,216
4196,140,2,99
4196,107,1,128
4197,71,2,115
4197,12,1,109
4197,3,1,99
4197,102,1,180
4198,137,1,117
4198,9,1,101
4198,43,2,127
4199,13,2,108
4199,121,2,98
4199,91,2,96
4200,67,1,130
4200,141,2,93
4200,33,2,117
4201,97,1,91
4201,105,1,106
4201,132,1,113
4202,128,1,107
4202,46,2,109
4202,25,2,99
4203,132,2,129
4203,96,2,190
4203,30,2,87
4204,126,1,125
4204,2,1,237
4204,148,1,93
4205,99,2,114
4205,61,1,105
4205,52,1,121
4206,96,2,191
4206,77,1,122
4206,49,1,202
4207,40,2,171
4207,124,1,124
4207,123,2,96
4207,88,2,103
4208,113,1,124
4208,135,1,128
4208,16,1,116
4209,140,2,100
4209,59,1,118
4209,128,1,108
4210,66,2,96
4210,41,2,101
4210,111,1,230
4211,77,1,123
4211,90,2,105
4211,123,2,97
4212,13,2,109
4212,103,1,132
4212,4,1,87
4213,1,1,203
4213,74,1,133
4213,17,1,108
4213,82,2,101
4214,62,2,101
4214,112,2,106
4214,91,2,97
4215,88,1,95
4215,62,1,112
4215,127,2,105
4216,105,1,107
4216,1,1,204
4216,25,2,100
4217,120,2,121
4217,89,2,110
4217,52,2,105
4218,81,2,130
4218,77,1,124
4218,76,2,215
4219,129,2,122
4219,121,2,99
4219,9,2,95
4220,146,1,117
4220,63,1,118
4220,29,1,100
4221,25,2,101
4221,81,2,131
4221,128,1,109
4221,34,1,101
4222,19,1,168
4222,111,1,231
4222,78,1,94
4223,26,1,118
4223,107,1,129
4223,47,2,121
4224,10,2,90
4224,39,2,117
4224,26,2,111
4225,13,2,110
4225,45,1,211
4225,6,1,111
4226,75,1,119
4226,20,1,93
4226,146,1,118
4227,23,2,182
4227,55,2,101
4227,9,2,96
4228,6,1,112
4228,118,1,212
4228,32,1,100
4228,91,2,98
4229,75,1,120
4229,118,1,213
4229,123,2,98
4229,90,2,106
4230,112,2,107
4230,10,2,91
4230,51,2,106
4231,84,2,100
4231,78,2,226
4231,32,1,101
4232,101,2,118
4232,94,1,119
4232,85,2,108
4232,51,2,107
4233,86,1,108
4233,78,1,95
4233,150,1,121
4234,141,1,103
4234,72,1,112
4234,82,2,102
4235,30,1,88
4235,62,2,102
4235,29,1,101
4235,45,1,212
4236,24,1,109
4236,140,2,101
4236,119,2,107
4237,102,2,103
4237,105,1,108
4237,73,1,213
4238,95,1,103
4238,100,1,112
4238,9,2,97
4239,88,1,96
4239,36,2,185
4239,100,2,212
4240,150,1,122
4240,101,2,119
4240,38,1,115
4241,116,1,107
4241,19,2,122
4241,63,1,119
4241,76,2,216
4242,25,2,102
4242,38,1,116
4242,103,1,133
4242,42,2,127
4243,120,2,122
4243,37,1,217
4243,109,2,109
4244,129,2,123
4244,134,2,114
4244,115,2,119
4245,60,1,122
4245,93,2,204
4245,132,2,130
4246,74,1,134
4246,39,2,118
4246,94,1,120
4247,107,1,130
4247,122,2,108
4247,41,2,102
4247,96,1,115
4248,6,2,208
4248,47,2,122
4248,45,1,213
4249,112,2,108
4249,64,2,115
4249,17,1,109
4250,141,2,94
4250,55,2,102
4250,117,2,127
4251,38,2,119
4251,91,1,113
4251,51,2,108
4251,103,1,134
4252,56,1,119
4252,129,2,124
4252,10,2,92
4253,121,1,120
4253,130,1,104
4253,82,2,103
4254,91,2,99
4254,32,1,102
4254,83,2,105
4255,43,1,115
4255,96,1,116
4255,20,1,94
4256,136,2,120
4256,69,1,101
4256,16,1,117
4257,113,1,125
4257,21,1,115
4257,43,2,128
4258,4,1,88
4258,72,1,113
4258,68,1,107
4259,75,1,121
4259,134,2,115
4259,109,2,110
4260,32,1,103
4260,38,1,117
4260,31,1,126
4261,23,1,224
4261,75,1,122
4261,3,2,106
4262,40,2,172
4262,46,2,110
4262,19,2,123
4263,37,1,218
4263,9,1,102
4263,97,2,97
4264,38,1,118
4264,150,2,121
4264,54,2,121
4265,67,1,131
4265,56,2,108
4265,22,1,118
4266,93,2,205
4266,100,2,213
4266,46,2,111
4266,74,1,135
4267,88,1,97
4267,106,2,113
4267,6,2,209
4268,17,1,110
4268,93,2,206
4268,30,1,89
4269,112,1,118
4269,26,2,112
4269,96,2,192
4270,15,2,134
4270,94,1,121
4270,6,2,210
4270,77,1,125
4271,56,2,109
4271,119,1,107
4271,74,1,136
4271,78,2,227
4272,141,1,104
4272,33,2,118
4272,100,1,113
4273,77,1,126
4273,100,2,214
4273,23,2,183
4274,19,2,124
4274,91,2,100
4274,150,1,123
4275,27,2,128
4275,89,2,111
4275,82,1,101
4276,16,1,118
4276,81,2,132
4276,110,2,104
4277,60,1,123
4277,129,2,125
4277,42,1,191
4278,86,1,109
4278,107,1,131
4278,95,1,104
4279,112,1,119
4279,32,2,110
4279,31,1,127
4280,50,1,199
4280,17,1,111
4280,6,2,211
4280,119,1,108
4281,66,2,97
4281,116,1,108
4281,85,2,109
4282,74,1,137
4282,41,2,103
4282,38,2,120
4283,119,2,108
4283,136,2,121
4283,83,2,106
4284,129,2,126
4284,100,1,114
4284,2,1,238
4285,61,1,106
4285,95,2,116
4285,57,1,97
4286,23,1,225
4286,78,2,228
4286,71,1,103
4287,30,2,88
4287,95,1,105
4287,115,2,120
4288,47,2,123
4288,6,1,113
4288,32,2,111
4289,11,1,108
4289,32,2,112
4289,42,1,192
4290,106,2,114
4290,124,1,125
4290,26,2,113
4291,31,1,128
4291,91,2,101
4291,77,1,127
4292,131,1,198
4292,129,2,127
4292,101,2,120
4293,32,1,104
4293,92,1,81
4293,6,1,114
4294,50,1,200
4294,85,2,110
4294,105,1,109
4295,62,1,113
4295,67,1,132
4295,19,2,125
4296,23,1,226
4296,71,1,104
4296,95,1,106
4296,116,1,109
4297,78,1,96
4297,106,2,115
4297,101,1,106
4298,137,1,118
4298,129,2,128
4298,58,1,189
4298,12,1,110
4299,48,1,97
4299,53,1,126
4299,42,1,193
4300,23,1,227
4300,62,2,103
4300,133,2,220
4300,19,1,169
4301,45,1,214
4301,42,2,128
4301,111,1,232
4302,2,1,239
4302,95,1,107
4302,64,2,116
4303,6,2,212
4303,75,1,123
4303,22,1,119
4304,27,2,129
4304,70,2,164
4304,141,2,95
4305,50,1,201
4305,58,1,190
4305,33,2,119
4306,132,2,131
4306,105,2,105
4306,5,2,171
4307,22,1,120
4307,72,1,114
4307,114,1,133
4308,71,2,116
4308,83,2,107
4308,36,2,186
4309,79,1,95
4309,96,1,117
4309,148,1,94
4309,47,2,124
4310,65,2,113
4310,60,1,124
4310,86,1,110
4311,147,2,226
4311,64,2,117
4311,16,2,105
4312,23,1,228
4312,101,1,107
4312,74,2,122
4313,99,2,115
4313,78,2,229
4313,148,1,95
4314,94,1,122
4314,42,2,129
4314,116,1,110
4315,55,2,103
4315,96,1,118
4315,87,2,107
4316,17,1,112
4316,20,2,122
4316,127,2,106
4316,97,2,98
4317,99,2,116
4317,139,2,219
4317,6,1,115
4317,113,1,126
4318,75,1,124
4318,100,2,215
4318,59,2,137
4319,49,2,209
4319,2,1,240
4319,26,1,119
4320,121,2,100
4320,79,1,96
4320,20,2,123
4321,5,2,172
4321,95,2,117
4321,113,1,127
4321,62,1,114
4322,118,1,214
4322,79,1,97
4322,12,1,111
4323,45,1,215
4323,56,2,110
4323,28,2,105
4323,112,1,120
4324,110,2,105
4324,71,2,117
4324,107,1,132
4325,144,1,105
4325,141,1,105
4325,105,1,110
4325,134,2,116
4326,114,1,134
4326,11,1,109
4326,48,1,98
4327,103,1,135
4327,62,2,104
4327,116,1,111
4328,100,1,115
4328,74,1,138
4328,101,1,108
4328,57,1,98
4329,4,1,89
4329,78,1,97
4329,6,1,116
4330,10,2,93
4330,118,1,215
4330,69,2,111
4331,82,2,104
4331,73,1,214
4331,60,1,125
4332,88,1,98
4332,33,2,120
4332,38,2,121
4333,48,1,99
4333,118,1,216
4333,12,1,112
4334,84,2,101
4334,111,1,233
4334,74,1,139
4334,146,1,119
4335,120,1,96
4335,125,2,117
4335,38,2,122
4336,134,2,117
4336,9,1,103
4336,20,1,95
4337,68,1,108
4337,118,1,217
4337,56,2,111
4338,67,1,133
4338,144,1,106
4338,107,1,133
4339,6,1,117
4339,48,1,100
4339,43,1,116
4340,141,1,106
4340,58,1,191
4340,114,1,135
4341,26,1,120
4341,141,1,107
4341,3,2,107
4342,79,1,98
4342,101,1,109
4342,16,2,106
4342,120,1,97
4343,43,2,129
4343,41,2,104
4343,37,1,219
4344,86,1,111
4344,25,2,103
4344,83,1,101
4344,109,2,111
4345,23,2,184
4345,137,2,118
4345,6,2,213
4346,136,2,122
4346,122,2,109
4346,30,2,89
4347,112,1,121
4347,63,1,120
4347,85,2,111
4348,146,1,120
4348,88,1,99
4348,71,1,105
4348,74,2,123
4349,12,1,113
4349,144,1,107
4349,18,2,106
4349,41,2,105
4350,84,2,102
4350,150,1,124
4350,20,1,96
4351,31,1,129
4351,135,1,129
4351,73,1,215
4352,78,1,98
4352,58,1,192
4352,20,2,124
4352,68,1,109
4353,94,1,123
4353,112,1,122
4353,146,1,121
4354,110,2,106
4354,15,2,135
4354,120,2,123
4355,11,1,110
4355,27,2,130
4355,24,1,110
4355,117,2,128
4356,27,2,131
4356,16,2,107
4356,17,1,113
4357,41,2,106
4357,23,2,185
4357,3,1,100
4358,99,2,117
4358,15,2,136
4358,60,1,126
4359,59,2,138
4359,141,1,108
4359,19,2,126
4359,75,2,111
4360,131,1,199
4360,119,2,109
4360,149,2,118
4361,30,2,90
4361,6,1,118
4361,28,2,106
4362,109,2,112
4362,47,2,125
4362,148,1,96
4362,2,1,241
4363,70,2,165
4363,91,2,102
4363,71,1,106
4364,120,1,98
4364,78,1,99
4364,33,2,121
4365,135,2,101
4365,126,1,126
4365,122,2,110
4366,139,2,220
4366,52,2,106
4366,91,1,114
4367,43,1,117
4367,77,1,128
4367,89,2,112
4368,9,1,104
4368,89,2,113
4368,41,1,111
4369,118,2,106
4369,10,2,94
4369,101,2,121
4370,105,1,111
4370,149,2,119
4370,43,1,118
4371,130,1,105
4371,106,2,116
4371,137,1,119
4371,56,1,120
4372,49,2,210
4372,69,2,112
4372,30,2,91
4373,114,2,87
4373,71,2,118
4373,133,2,221
4374,130,2,109
4374,134,2,118
4374,12,1,114
4375,12,2,195
4375,32,2,113
4375,89,2,114
4376,54,2,122
4376,20,1,97
4376,21,1,116
4377,69,1,102
4377,36,2,187
4377,95,2,118
4378,13,2,111
4378,137,1,120
4378,121,1,121
4379,134,2,119
4379,136,2,123
4379,127,2,107
4380,53,1,127
4380,82,1,102
4380,139,2,221
4381,114,1,136
4381,71,2,119
4381,2,1,242
4382,47,2,126
4382,95,2,119
4382,15,2,137
4383,41,1,112
4383,56,2,112
4383,22,1,121
4384,38,2,123
4384,130,2,110
4384,33,2,122
4385,26,2,114
4385,74,2,124
4385,30,1,90
4386,66,2,98
4386,111,1,234
4386,37,1,220
4387,84,2,103
4387,15,2,138
4387,52,2,107
4388,22,1,122
4388,100,1,116
4388,132,2,132
4389,5,2,173
4389,127,2,108
4389,107,1,134
4389,6,2,214
4390,32,1,105
4390,132,1,114
4390,78,2,230
4390,91,1,115
4391,57,1,99
4391,23,2,186
4391,103,1,136
4392,41,1,113
4392,121,1,122
4392,147,2,227
4393,69,1,103
4393,91,1,116
4393,59,1,119
4394,2,1,243
4394,120,2,124
4394,139,2,222
4395,116,1,112
4395,100,2,216
4395,109,2,113
4396,41,1,114
4396,5,2,174
4396,95,2,120
4397,17,1,114
4397,69,1,104
4397,148,1,97
4398,81,2,133
4398,82,1,103
4398,125,2,118
4399,130,2,111
4399,26,1,121
4399,93,2,207
4400,134,2,120
4400,88,2,104
4400,91,2,103
4401,46,2,112
4401,26,2,115
4401,91,2,104
4401,141,1,109
4402,32,1,106
4402,4,1,90
4402,150,2,122
4403,42,2,130
4403,52,2,108
4403,79,1,99
4404,74,1,140
4404,68,1,110
4404,1,1,205
4405,120,1,99
4405,69,1,105
4405,22,1,123
4405,112,2,109
4406,71,2,120
4406,114,2,88
4406,42,1,194
4406,97,1,92
4407,124,1,126
4407,101,2,122
4407,109,2,114
4408,100,2,217
4408,56,2,113
4408,99,2,118
4408,139,2,223
4409,61,1,107
4409,95,2,121
4409,133,2,222
4410,56,2,114
4410,20,2,125
4410,50,1,202
4411,115,2,121
4411,89,2,115
4411,146,1,122
4412,105,1,112
4412,130,1,106
4412,72,1,115
4413,32,2,114
4413,66,2,99
4413,129,2,129
4414,29,1,102
4414,113,1,128
4414,21,1,117
4415,43,2,130
4415,62,1,115
4415,102,2,104
4416,23,2,187
4416,118,2,107
4416,101,1,110
4417,45,1,216
4417,105,1,113
4417,47,2,127
4418,115,2,122
4418,136,2,124
4418,78,2,231
4419,130,1,107
4419,68,1,111
4419,111,1,235
4420,130,1,108
4420,36,2,188
4420,75,1,125
4421,114,2,89
4421,42,1,195
4421,119,1,109
4421,54,2,123
4422,121,2,101
4422,6,2,215
4422,19,2,127
4423,19,1,170
4423,119,2,110
4423,42,2,131
4424,59,1,120
4424,83,1,102
4424,13,2,112
4424,141,1,110
4425,86,1,112
4425,68,1,112
4425,59,2,139
4426,102,1,181
4426,37,1,221
4426,68,1,113
4427,25,2,104
4427,86,1,113
4427,114,1,137
4427,52,2,109
4428,30,2,92
4428,9,1,105
4428,48,1,101
4429,99,2,119
4429,149,2,120
4429,105,2,106
4429,19,2,128
4430,41,2,107
4430,123,2,99
4430,150,2,123
4430,39,2,119
4431,149,2,121
4431,71,2,121
4431,53,1,128
4431,124,1,127
4432,32,2,115
4432,99,2,120
4432,18,2,107
4432,150,1,125
4433,94,1,124
4433,74,2,125
4433,56,1,121
4433,102,1,182
4434,137,1,121
4434,114,2,90
4434,102,2,105
4435,100,2,218
4435,114,1,138
4435,46,2,113
4436,48,1,102
4436,82,1,104
4436,125,2,119
4436,64,2,118
4437,92,2,116
4437,135,2,102
4437,75,2,112
4438,30,1,91
4438,34,1,102
4438,137,2,119
4439,128,1,110
4439,2,1,244
4439,23,2,188
4440,3,2,108
4440,82,2,105
4440,129,2,130
4441,121,1,123
4441,113,1,129
4441,82,2,106
4442,77,1,129
4442,94,1,125
4442,42,2,132
4443,67,1,134
4443,115,2,123
4443,18,2,108
4443,147,2,228
4444,75,2,113
4444,54,2,124
4444,59,1,121
4445,9,2,98
4445,150,1,126
4445,135,2,103
4446,87,2,108
4446,120,2,125
4446,126,1,127
4447,9,1,106
4447,89,2,116
4447,81,2,134
4447,62,1,116
4448,19,2,129
4448,23,2,189
4448,119,1,110
4448,9,2,99
4449,18,2,109
4449,50,1,203
4449,90,2,107
4449,132,1,115
4450,100,2,219
4450,53,1,129
4450,12,1,115
4451,17,1,115
4451,122,2,111
4451,102,2,106
4452,82,2,107
4452,48,1,103
4452,78,2,232
4453,10,2,95
4453,83,2,108
4453,101,1,111
4454,90,2,108
4454,103,1,137
4454,9,1,107
4455,121,1,124
4455,1,1,206
4455,49,2,211
4456,123,2,100
4456,29,1,103
4456,69,1,106
4456,84,2,104
4457,140,2,102
4457,19,1,171
4457,92,1,82
4458,26,2,116
4458,9,2,100
4458,75,2,114
4459,42,2,133
4459,63,1,121
4459,87,2,109
4460,129,2,131
4460,59,1,122
4460,112,2,110
4460,109,2,115
4461,9,2,101
4461,86,1,114
4461,43,1,119
4462,100,1,117
4462,78,2,233
4462,38,2,124
4463,87,2,110
4463,26,1,122
4463,101,2,123
4464,89,2,117
4464,118,2,108
4464,64,2,119
4465,130,1,109
4465,96,1,119
4465,74,1,141
4466,146,1,123
4466,2,1,245
4466,11,1,111
4467,117,2,129
4467,69,2,113
4467,23,1,229
4467,3,1,101
4468,94,1,126
4468,130,2,112
4468,147,2,229
4468,105,2,107
4469,78,2,234
4469,23,2,190
4469,121,1,125
4470,124,1,128
4470,31,1,130
4470,71,1,107
4471,36,2,189
4471,38,1,119
4471,10,2,96
4471,118,1,218
4472,130,2,113
4472,54,2,125
4472,20,2,126
4473,81,2,135
4473,73,1,216
4473,49,1,203
4473,24,1,111
4474,111,1,236
4474,95,2,122
4474,2,1,246
4474,51,2,109
4475,74,1,142
4475,17,1,116
4475,146,1,124
4475,131,1,200
4476,26,2,117
4476,119,2,111
4476,32,2,116
4477,137,2,120
4477,15,2,139
4477,78,2,235
4478,86,1,115
4478,132,1,116
4478,21,1,118
4479,106,2,117
4479,22,1,124
4479,18,2,110
4480,82,1,105
4480,20,2,127
4480,71,1,108
4480,110,2,107
4481,141,1,111
4481,150,2,124
4481,12,2,196
4482,111,1,237
4482,125,2,120
4482,77,1,130
4483,36,2,190
4483,3,2,109
4483,56,1,122
4484,88,2,105
4484,37,1,222
4484,10,2,97
4485,82,1,106
4485,94,1,127
4485,65,2,114
4486,70,2,166
4486,16,2,108
4486,92,2,117
4487,64,2,120
4487,80,1,128
4487,114,1,139
4488,77,1,131
4488,125,2,121
4488,82,1,107
4489,41,2,108
4489,83,1,103
4489,99,2,121
4489,16,2,109
4490,141,2,96
4490,135,1,130
4490,71,2,122
4490,52,1,122
4491,144,1,108
4491,42,2,134
4491,121,2,102
4492,148,1,98
4492,62,1,117
4492,36,2,191
4492,22,1,125
4493,115,2,124
4493,65,2,115
4493,55,2,104
4494,64,2,121
4494,100,2,220
4494,61,1,108
4494,32,1,107
4495,75,2,115
4495,125,2,122
4495,121,1,126
4496,78,1,100
4496,75,2,116
4496,28,2,107
4497,81,2,136
4497,80,1,129
4497,29,1,104
4497,4,1,91
4498,118,1,219
4498,59,1,123
4498,146,1,125
4499,118,1,220
4499,88,2,106
4499,85,2,112
4500,24,1,112
4500,68,1,114
4500,30,2,93
4501,117,2,130
4501,135,1,131
4501,49,1,204
4502,96,1,120
4502,120,1,100
4502,9,2,102
4503,144,1,109
4503,24,2,115
4503,127,2,109
4504,57,1,100
4504,24,2,116
4504,141,1,112
4504,39,2,120
4505,66,2,100
4505,38,2,125
4505,106,2,118
4506,69,1,107
4506,136,2,125
4506,148,1,99
4507,61,1,109
4507,41,1,115
4507,24,1,113
4508,33,2,123
4508,135,2,104
4508,23,1,230
4508,130,1,110
4509,24,2,117
4509,88,2,107
4509,119,1,111
4510,62,2,105
4510,20,1,98
4510,11,1,112
4511,121,2,103
4511,69,1,108
4511,130,2,114
4512,96,1,121
4512,47,2,128
4512,115,2,125
4512,40,2,173
4513,42,2,135
4513,126,1,128
4513,96,1,122
4513,95,2,123
4514,19,1,172
4514,47,2,129
4514,116,1,113
4515,27,2,132
4515,31,1,131
4515,34,1,103
4515,6,1,119
4516,120,2,126
4516,5,2,175
4516,73,1,217
4516,16,1,119
4517,141,1,113
4517,129,2,132
4517,136,2,126
4518,6,1,120
4518,62,2,106
4518,55,2,105
4519,96,1,123
4519,137,2,121
4519,120,1,101
4520,149,2,122
4520,42,2,136
4520,131,1,201
4521,92,2,118
4521,130,2,115
4521,107,1,135
4522,116,1,114
4522,105,1,114
4522,90,2,109
4522,150,1,127
4523,105,2,108
4523,102,1,183
4523,69,1,109
4523,31,1,132
4524,111,1,238
4524,71,2,123
4524,40,2,174
4524,41,2,109
4525,71,1,109
